Date,Day,Opening_Stock,MS_Sold,HSD1_Sold,HSD2_Sold,HSD3_Sold,Total_Sold,Closing_Stock,Cash,Online,Card,Dip,Refill_Required,Year,Month,DayOfWeek,DayOfYear,WeekOfYear,Quarter,Is_Weekend,Day_Num,Target,Stock_Ratio,Rolling_7d_Sales,Rolling_3d_Sales,Prev_Closing,Prev_Total_Sold,Days_Since_Refill,Is_Festival_Month,Is_Monsoon_Month,Is_Summer_Month
2011-01-16,Sunday,12000,545,2103.0,1727.0,895.0,5270.0,6730,242366,180552,108834,56,No,2011,1,6,16,2,1,1,6,0,0.5608,4849.0,5338.0,1255.0,5738.0,1,0,0,0
2011-01-17,Monday,6730,566,1733.0,1249.0,863.0,4411.0,2319,178649,156112,80814,19,No,2011,1,0,17,3,1,0,0,0,0.1932,4793.0,5140.0,6730.0,5270.0,2,0,0,0
2011-01-18,Tuesday,2319,554,1731.0,1396.0,817.0,4498.0,0,185511,142902,86329,1,Yes,2011,1,1,18,3,1,0,1,1,0.0,4806.0,4726.0,2319.0,4411.0,0,0,0,0
2011-01-19,Wednesday,12000,449,1561.0,1332.0,834.0,4176.0,7824,170826,122362,75773,65,No,2011,1,2,19,3,1,0,2,0,0.652,4790.0,4362.0,0.0,4498.0,1,0,0,0
2011-01-20,Thursday,7824,528,1704.0,1259.0,761.0,4252.0,3572,188072,133697,84102,29,No,2011,1,3,20,3,1,0,3,0,0.2977,4765.0,4309.0,7824.0,4176.0,2,0,0,0
2011-01-21,Friday,3572,648,1944.0,1535.0,816.0,4943.0,0,233527,162598,103457,1,Yes,2011,1,4,21,3,1,0,4,1,0.0,4755.0,4457.0,3572.0,4252.0,0,0,0,0
2011-01-22,Saturday,12000,556,1836.0,1547.0,761.0,4700.0,7300,189121,161765,101971,60,No,2011,1,5,22,3,1,1,5,0,0.6083,4607.0,4632.0,0.0,4943.0,1,0,0,0
2011-01-23,Sunday,7300,682,1877.0,1365.0,1108.0,5032.0,2268,205038,161191,106730,18,No,2011,1,6,23,3,1,1,6,0,0.189,4573.0,4892.0,7300.0,4700.0,2,0,0,0
2011-01-24,Monday,2268,514,1433.0,1120.0,708.0,3775.0,0,178283,129923,85815,1,Yes,2011,1,0,24,4,1,0,0,1,0.0,4482.0,4502.0,2268.0,5032.0,0,0,0,0
2011-01-25,Tuesday,12000,405,1458.0,1173.0,862.0,3898.0,8102,155730,126575,93103,67,No,2011,1,1,25,4,1,0,1,0,0.6752,4397.0,4235.0,0.0,3775.0,1,0,0,0
2011-01-26,Wednesday,8102,440,1502.0,1161.0,681.0,3784.0,4318,173366,117696,81363,35,No,2011,1,2,26,4,1,0,2,0,0.3598,4341.0,3819.0,8102.0,3898.0,2,0,0,0
2011-01-27,Thursday,4318,456,1490.0,1186.0,1048.0,4180.0,138,197936,131304,76273,1,Yes,2011,1,3,27,4,1,0,3,1,0.0115,4330.0,3954.0,4318.0,3784.0,0,0,0,0
2011-01-28,Friday,12000,561,1677.0,1398.0,1111.0,4747.0,7253,211856,166242,106440,60,No,2011,1,4,28,4,1,0,4,0,0.6044,4302.0,4237.0,138.0,4180.0,1,0,0,0
2011-01-29,Saturday,7253,642,2207.0,1830.0,1069.0,5748.0,1505,257554,176728,105334,12,Yes,2011,1,5,29,4,1,1,5,1,0.1254,4452.0,4892.0,7253.0,4747.0,0,0,0,0
2011-01-30,Sunday,12000,670,2028.0,1689.0,986.0,5373.0,6627,233209,170257,111878,55,No,2011,1,6,30,4,1,1,6,0,0.5522,4501.0,5289.0,1505.0,5748.0,1,0,0,0
2011-01-31,Monday,6627,493,1333.0,1117.0,626.0,3569.0,3058,153105,107277,63427,25,No,2011,1,0,31,5,1,0,0,0,0.2548,4471.0,4897.0,6627.0,5373.0,2,0,0,0
2011-02-01,Tuesday,3058,485,1601.0,1270.0,719.0,4075.0,0,162556,111028,91691,1,Yes,2011,2,1,32,5,1,0,1,1,0.0,4497.0,4339.0,3058.0,3569.0,0,0,0,0
2011-02-02,Wednesday,12000,420,1484.0,1235.0,791.0,3930.0,8070,177542,117122,99933,67,No,2011,2,2,33,5,1,0,2,0,0.6725,4517.0,3858.0,0.0,4075.0,1,0,0,0
2011-02-03,Thursday,8070,524,1782.0,1344.0,900.0,4550.0,3520,198914,142298,88802,29,No,2011,2,3,34,5,1,0,3,0,0.2933,4570.0,4185.0,8070.0,3930.0,2,0,0,0
2011-02-04,Friday,3520,612,1930.0,1625.0,796.0,4963.0,0,209626,142705,97742,1,Yes,2011,2,4,35,5,1,0,4,1,0.0,4601.0,4481.0,3520.0,4550.0,0,0,0,0
2011-02-05,Saturday,12000,725,2274.0,1814.0,1129.0,5942.0,6058,250749,177842,118804,50,No,2011,2,5,36,5,1,1,5,0,0.5048,4629.0,5152.0,0.0,4963.0,1,0,0,0
2011-02-06,Sunday,6058,739,2023.0,1625.0,968.0,5355.0,703,229281,175073,112454,5,Yes,2011,2,6,37,5,1,1,6,1,0.0586,4626.0,5420.0,6058.0,5942.0,0,0,0,0
2011-02-07,Monday,12000,440,1389.0,1137.0,600.64,3480.52,8533,142547,106653,70052,71,No,2011,2,0,38,6,1,0,0,0,0.7111,4612.0,4921.0,703.0,5355.0,1,0,0,0
2011-02-08,Tuesday,8533,497,1502.0,1045.0,749.0,3793.0,4740,167428,105798,85319,39,No,2011,2,1,39,6,1,0,1,0,0.395,4571.0,4205.0,8533.0,3467.0,2,0,0,0
2011-02-09,Wednesday,4740,445,1473.0,1248.0,974.0,4140.0,600,189949,143561,86498,5,Yes,2011,2,2,40,6,1,0,2,1,0.05,4601.0,3800.0,4740.0,3793.0,0,0,0,0
2011-02-10,Thursday,12000,582,1664.0,1342.0,847.0,4435.0,7565,188143,148294,96374,63,No,2011,2,3,41,6,1,0,3,0,0.6304,4585.0,4123.0,600.0,4140.0,1,0,0,0
2011-02-11,Friday,7565,469,1628.0,1370.0,1008.0,4475.0,3090,194278,138966,103282,25,No,2011,2,4,42,6,1,0,4,0,0.2575,4515.0,4350.0,7565.0,4435.0,2,0,0,0
2011-02-12,Saturday,3090,626,2026.0,1630.0,981.0,5263.0,0,217836,183589,106028,1,Yes,2011,2,5,43,6,1,1,5,1,0.0,4418.0,4724.0,3090.0,4475.0,0,0,0,0
2011-02-13,Sunday,12000,625,1866.0,1363.0,1056.0,4910.0,7090,214220,174210,116288,59,No,2011,2,6,44,6,1,1,6,0,0.5908,4355.0,4883.0,0.0,5263.0,1,0,0,0
2011-02-14,Monday,7090,401,1445.0,1247.0,719.0,3812.0,3278,168433,126024,76208,27,No,2011,2,0,45,7,1,0,0,0,0.2732,4404.0,4662.0,7090.0,4910.0,2,0,0,0
2011-02-15,Tuesday,3278,519,1662.0,1169.0,719.0,4069.0,0,182119,122333,77844,1,Yes,2011,2,1,46,7,1,0,1,1,0.0,4443.0,4264.0,3278.0,3812.0,0,0,0,0
2011-02-16,Wednesday,12000,597,1685.0,1335.0,855.0,4472.0,7528,189372,133904,102615,62,No,2011,2,2,47,7,1,0,2,0,0.6273,4491.0,4118.0,0.0,4069.0,1,0,0,0
2011-02-17,Thursday,7528,393,1367.0,1081.0,735.0,3569.0,3959,150344,106563,91439,32,No,2011,2,3,48,7,1,0,3,0,0.3299,4367.0,4037.0,7528.0,4472.0,2,0,0,0
2011-02-18,Friday,3959,638,1786.0,1337.0,1080.0,4841.0,0,197311,155722,120224,1,Yes,2011,2,4,49,7,1,0,4,1,0.0,4419.0,4294.0,3959.0,3569.0,0,0,0,0
2011-02-19,Saturday,12000,786,2197.0,1843.0,808.0,5634.0,6366,248589,188164,112457,53,No,2011,2,5,50,7,1,1,5,0,0.5305,4472.0,4681.0,0.0,4841.0,1,0,0,0
2011-02-20,Sunday,6366,545,1797.0,1357.0,1194.0,4893.0,1473,216663,148261,115937,12,Yes,2011,2,6,51,7,1,1,6,1,0.1228,4470.0,5123.0,6366.0,5634.0,0,0,0,0
2011-02-21,Monday,12000,484,1553.0,1282.0,680.0,3999.0,8001,171985,118495,90102,66,No,2011,2,0,52,8,1,0,0,0,0.6667,4497.0,4842.0,1473.0,4893.0,1,0,0,0
2011-02-22,Tuesday,8001,393,1463.0,1166.0,627.0,3647.0,4354,147809,123050,74247,36,No,2011,2,1,53,8,1,0,1,0,0.3628,4436.0,4180.0,8001.0,3999.0,2,0,0,0
2011-02-23,Wednesday,4354,435,1355.0,1110.0,841.0,3741.0,613,156908,124822,78530,5,Yes,2011,2,2,54,8,1,0,2,1,0.0511,4332.0,3796.0,4354.0,3647.0,0,0,0,0
2011-02-24,Thursday,12000,474,1700.0,1387.0,875.0,4436.0,7564,197466,157206,102179,63,No,2011,2,3,55,8,1,0,3,0,0.6303,4456.0,3941.0,613.0,3741.0,1,0,0,0
2011-02-25,Friday,7564,478,1801.0,1393.0,926.0,4598.0,2966,182942,151276,89826,24,No,2011,2,4,56,8,1,0,4,0,0.2472,4421.0,4258.0,7564.0,4436.0,2,0,0,0
2011-02-26,Saturday,2966,631,2098.0,1669.0,1308.0,5706.0,0,245508,169629,113910,1,Yes,2011,2,5,57,8,1,1,5,1,0.0,4431.0,4913.0,2966.0,4598.0,0,0,0,0
2011-02-27,Sunday,12000,555,1749.0,1613.0,997.0,4914.0,7086,199045,138571,113048,59,No,2011,2,6,58,8,1,1,6,0,0.5905,4434.0,5073.0,0.0,5706.0,1,0,0,0
2011-02-28,Monday,7086,419,1443.0,1177.0,926.0,3965.0,3121,172794,116589,96413,26,No,2011,2,0,59,9,1,0,0,0,0.2601,4430.0,4862.0,7086.0,4914.0,2,0,0,0
2011-03-01,Tuesday,3121,619,1758.0,1506.0,1003.0,4886.0,0,220887,163711,85905,1,Yes,2011,3,1,60,9,1,0,1,1,0.0,4607.0,4588.0,3121.0,3965.0,0,0,0,1
2011-03-02,Wednesday,12000,528,1592.0,1245.0,918.0,4283.0,7717,185740,139452,101659,64,No,2011,3,2,61,9,1,0,2,0,0.6431,4684.0,4378.0,0.0,4886.0,1,0,0,1
2011-03-03,Thursday,7717,583,1889.0,1384.0,1066.0,4922.0,2795,218368,174156,114275,23,No,2011,3,3,62,9,1,0,3,0,0.2329,4753.0,4697.0,7717.0,4283.0,2,0,0,1
2011-03-04,Friday,2795,545,1919.0,1735.0,1184.0,5383.0,0,226870,167235,123607,1,Yes,2011,3,4,63,9,1,0,4,1,0.0,4866.0,4863.0,2795.0,4922.0,0,0,0,1
2011-03-05,Saturday,12000,673,2599.0,1999.0,1336.0,6607.0,5393,299508,191088,146798,44,No,2011,3,5,64,9,1,1,5,0,0.4494,4994.0,5637.0,0.0,5383.0,1,0,0,1
2011-03-06,Sunday,5393,720,1903.0,1643.0,936.0,5202.0,191,234131,163094,96660,1,Yes,2011,3,6,65,9,1,1,6,1,0.0159,5035.0,5731.0,5393.0,6607.0,0,0,0,1
2011-03-07,Monday,12000,492,1778.0,1394.0,1114.0,4778.0,7222,210832,158160,107083,60,No,2011,3,0,66,10,1,0,0,0,0.6018,5152.0,5529.0,191.0,5202.0,1,0,0,1
2011-03-08,Tuesday,7222,643,1644.0,1324.0,1037.0,4648.0,2574,195340,139983,104021,21,No,2011,3,1,67,10,1,0,1,0,0.2145,5118.0,4876.0,7222.0,4778.0,2,0,0,1
2011-03-09,Wednesday,2574,537,1844.0,1420.0,848.0,4649.0,0,203718,130628,101922,1,Yes,2011,3,2,68,10,1,0,2,1,0.0,5170.0,4692.0,2574.0,4648.0,0,0,0,1
2011-03-10,Thursday,12000,500,1990.0,1599.0,767.0,4856.0,7144,225982,159631,121084,59,No,2011,3,3,69,10,1,0,3,0,0.5953,5160.0,4718.0,0.0,4649.0,1,0,0,1
2011-03-11,Friday,7144,630,2082.0,1451.0,925.0,5088.0,2056,245431,170770,91220,17,No,2011,3,4,70,10,1,0,4,0,0.1713,5118.0,4864.0,7144.0,4856.0,2,0,0,1
2011-03-12,Saturday,2056,668,2081.0,1811.0,1011.0,5571.0,0,231746,175877,125342,1,Yes,2011,3,5,71,10,1,1,5,1,0.0,4970.0,5172.0,2056.0,5088.0,0,0,0,1
2011-03-13,Sunday,12000,569,2066.0,1600.0,828.0,5063.0,6937,216051,184777,111512,57,No,2011,3,6,72,10,1,1,6,0,0.5781,4950.0,5241.0,0.0,5571.0,1,0,0,1
2011-03-14,Monday,6937,516,1570.0,1210.0,826.0,4122.0,2815,166485,133685,75201,23,No,2011,3,0,73,11,1,0,0,0,0.2346,4857.0,4919.0,6937.0,5063.0,2,0,0,1
2011-03-15,Tuesday,2815,429,1640.0,1175.0,879.0,4123.0,0,164735,143793,101897,1,Yes,2011,3,1,74,11,1,0,1,1,0.0,4782.0,4436.0,2815.0,4122.0,0,0,0,1
2011-03-16,Wednesday,12000,524,1733.0,1310.0,952.0,4519.0,7481,189098,136770,101303,62,No,2011,3,2,75,11,1,0,2,0,0.6234,4763.0,4255.0,0.0,4123.0,1,0,0,1
2011-03-17,Thursday,7481,500,1721.0,1421.0,1145.0,4787.0,2694,212679,169769,110028,22,No,2011,3,3,76,11,1,0,3,0,0.2245,4753.0,4476.0,7481.0,4519.0,2,0,0,1
2011-03-18,Friday,2694,799,2218.0,1950.0,1071.0,6038.0,0,249935,208215,144825,1,Yes,2011,3,4,77,11,1,0,4,1,0.0,4889.0,5115.0,2694.0,4787.0,0,0,0,1
2011-03-19,Saturday,12000,658,2137.0,1696.0,1126.0,5617.0,6383,232311,159198,133934,53,No,2011,3,5,78,11,1,1,5,0,0.5319,4896.0,5481.0,0.0,6038.0,1,0,0,1
2011-03-20,Sunday,6383,601,2213.0,1618.0,1300.0,5732.0,651,257507,200366,133615,5,Yes,2011,3,6,79,11,1,1,6,1,0.0542,4991.0,5796.0,6383.0,5617.0,0,0,0,1
2011-03-21,Monday,12000,656,1753.0,1396.0,1071.0,4876.0,7124,221216,159630,101224,59,No,2011,3,0,80,12,1,0,0,0,0.5937,5099.0,5408.0,651.0,5732.0,1,0,0,1
2011-03-22,Tuesday,7124,490,1683.0,1257.0,836.0,4266.0,2858,196814,154535,101471,23,No,2011,3,1,81,12,1,0,1,0,0.2382,5119.0,4958.0,7124.0,4876.0,2,0,0,1
2011-03-23,Wednesday,2858,466,1688.0,1380.0,664.0,4198.0,0,182547,136716,94183,1,Yes,2011,3,2,82,12,1,0,2,1,0.0,5073.0,4447.0,2858.0,4266.0,0,0,0,1
2011-03-24,Thursday,12000,558,1747.0,1358.0,832.0,4495.0,7505,190798,156134,86518,62,No,2011,3,3,83,12,1,0,3,0,0.6254,5032.0,4320.0,0.0,4198.0,1,0,0,1
2011-03-25,Friday,7505,506,1987.0,1486.0,1023.0,5002.0,2503,211477,149494,106944,20,No,2011,3,4,84,12,1,0,4,0,0.2086,4884.0,4565.0,7505.0,4495.0,2,0,0,1
2011-03-26,Saturday,2503,782,2340.0,1594.0,1183.0,5899.0,0,279140,183844,114016,1,Yes,2011,3,5,85,12,1,1,5,1,0.0,4924.0,5132.0,2503.0,5002.0,0,0,0,1
2011-03-27,Sunday,12000,614,2006.0,1685.0,1351.0,5656.0,6344,249572,176573,120981,52,No,2011,3,6,86,12,1,1,6,0,0.5287,4913.0,5519.0,0.0,5899.0,1,0,0,1
2011-03-28,Monday,6344,515,1494.0,1050.0,673.0,3732.0,2612,168444,116920,82032,21,No,2011,3,0,87,13,1,0,0,0,0.2177,4750.0,5096.0,6344.0,5656.0,2,0,0,1
2011-03-29,Tuesday,2612,577,1727.0,1338.0,692.0,4334.0,0,187158,126299,83490,1,Yes,2011,3,1,88,13,1,0,1,1,0.0,4759.0,4574.0,2612.0,3732.0,0,0,0,1
2011-03-30,Wednesday,12000,605,1869.0,1548.0,740.0,4762.0,7238,191640,144738,84110,60,No,2011,3,2,89,13,1,0,2,0,0.6032,4840.0,4276.0,0.0,4334.0,1,0,0,1
2011-03-31,Thursday,7238,504,1489.0,1268.0,965.0,4226.0,3012,202327,123142,85336,25,No,2011,3,3,90,13,1,0,3,0,0.251,4802.0,4441.0,7238.0,4762.0,2,0,0,1
2011-04-01,Friday,3012,717,2078.0,1552.0,863.0,5210.0,0,218642,168309,107526,1,Yes,2011,4,4,91,13,2,0,4,1,0.0,4831.0,4733.0,3012.0,4226.0,0,0,0,1
2011-04-02,Saturday,12000,765,2376.0,1869.0,1122.0,6132.0,5868,282458,196829,152473,48,No,2011,4,5,92,13,2,1,5,0,0.489,4865.0,5189.0,0.0,5210.0,1,0,0,1
2011-04-03,Sunday,5868,861,2355.0,1937.0,1000.0,6153.0,0,261471,191177,133923,1,Yes,2011,4,6,93,13,2,1,6,1,0.0,4936.0,5832.0,5868.0,6132.0,0,0,0,1
2011-04-04,Monday,12000,451,1597.0,1337.0,1019.0,4404.0,7596,200198,137333,86690,63,No,2011,4,0,94,14,2,0,0,0,0.633,5032.0,5563.0,0.0,6153.0,1,0,0,1
2011-04-05,Tuesday,7596,572,1663.0,1460.0,1055.0,4750.0,2846,184446,148522,111223,23,No,2011,4,1,95,14,2,0,1,0,0.2372,5091.0,5102.0,7596.0,4404.0,2,0,0,1
2011-04-06,Wednesday,2846,558,1607.0,1397.0,762.0,4324.0,0,183037,144723,84798,1,Yes,2011,4,2,96,14,2,0,2,1,0.0,5028.0,4493.0,2846.0,4750.0,0,0,0,1
2011-04-07,Thursday,12000,640,1887.0,1565.0,739.0,4831.0,7169,201186,161511,94480,59,No,2011,4,3,97,14,2,0,3,0,0.5974,5115.0,4635.0,0.0,4324.0,1,0,0,1
2011-04-08,Friday,7169,692,2134.0,1656.0,946.0,5428.0,1741,233175,166262,127615,14,Yes,2011,4,4,98,14,2,0,4,1,0.1451,5146.0,4861.0,7169.0,4831.0,0,0,0,1
2011-04-09,Saturday,12000,697,2192.0,1702.0,916.0,5507.0,6493,242573,194622,131074,54,No,2011,4,5,99,14,2,1,5,0,0.5411,5057.0,5255.0,1741.0,5428.0,1,0,0,1
2011-04-10,Sunday,6493,708,2063.0,1653.0,1412.0,5836.0,657,267238,163861,115881,5,Yes,2011,4,6,100,14,2,1,6,1,0.0548,5011.0,5590.0,6493.0,5507.0,0,0,0,1
2011-04-11,Monday,12000,409,1379.0,1043.0,877.0,3708.0,8292,151973,121253,69169,69,No,2011,4,0,101,15,2,0,0,0,0.691,4912.0,5017.0,657.0,5836.0,1,0,0,1
2011-04-12,Tuesday,8292,596,1846.0,1453.0,698.0,4593.0,3699,179636,131177,112502,30,No,2011,4,1,102,15,2,0,1,0,0.3083,4890.0,4712.0,8292.0,3708.0,2,0,0,1
2011-04-13,Wednesday,3699,581,1984.0,1650.0,1152.0,5367.0,0,231989,155755,128416,1,Yes,2011,4,2,103,15,2,0,2,1,0.0,5039.0,4556.0,3699.0,4593.0,0,0,0,1
2011-04-14,Thursday,12000,484,1916.0,1478.0,910.0,4788.0,7212,203847,130692,105412,60,No,2011,4,3,104,15,2,0,3,0,0.601,5032.0,4916.0,0.0,5367.0,1,0,0,1
2011-04-15,Friday,7212,583,1839.0,1578.0,904.0,4904.0,2308,192515,153759,126663,19,No,2011,4,4,105,15,2,0,4,0,0.1923,4958.0,5020.0,7212.0,4788.0,2,0,0,1
2011-04-16,Saturday,2308,672,2285.0,1671.0,1031.0,5659.0,0,232331,176725,105847,1,Yes,2011,4,5,106,15,2,1,5,1,0.0,4979.0,5117.0,2308.0,4904.0,0,0,0,1
2011-04-17,Sunday,12000,676,2219.0,1611.0,958.0,5464.0,6536,219346,171201,105408,54,No,2011,4,6,107,15,2,1,6,0,0.5447,4926.0,5342.0,0.0,5659.0,1,0,0,1
2011-04-18,Monday,6536,560,2009.0,1572.0,1233.0,5374.0,1162,238748,185822,127734,9,Yes,2011,4,0,108,16,2,0,0,1,0.0968,5164.0,5499.0,6536.0,5464.0,0,0,0,1
2011-04-19,Tuesday,12000,573,1577.0,1374.0,806.0,4330.0,7670,187887,123663,90800,63,No,2011,4,1,109,16,2,0,1,0,0.6392,5127.0,5056.0,1162.0,5374.0,1,0,0,1
2011-04-20,Wednesday,7670,645,1746.0,1503.0,768.0,4662.0,3008,219575,130121,106263,25,No,2011,4,2,110,16,2,0,2,0,0.2507,5026.0,4789.0,7670.0,4330.0,2,0,0,1
2011-04-21,Thursday,3008,464,1676.0,1379.0,1030.0,4549.0,0,205715,149909,94101,1,Yes,2011,4,3,111,16,2,0,3,1,0.0,4992.0,4514.0,3008.0,4662.0,0,0,0,1
2011-04-22,Friday,12000,549,1775.0,1407.0,1129.0,4860.0,7140,197836,136007,88009,59,No,2011,4,4,112,16,2,0,4,0,0.595,4985.0,4690.0,0.0,4549.0,1,0,0,1
2011-04-23,Saturday,7140,756,2236.0,1626.0,1000.0,5618.0,1522,249821,204077,130993,12,Yes,2011,4,5,113,16,2,1,5,1,0.1268,4980.0,5009.0,7140.0,4860.0,0,0,0,1
2011-04-24,Sunday,12000,640,1830.0,1477.0,757.0,4704.0,7296,210480,163429,81539,60,No,2011,4,6,114,16,2,1,6,0,0.608,4871.0,5061.0,1522.0,5618.0,1,0,0,1
2011-04-25,Monday,7296,608,1683.0,1311.0,1101.0,4703.0,2593,197436,131466,92844,21,No,2011,4,0,115,17,2,0,0,0,0.2161,4775.0,5008.0,7296.0,4704.0,2,0,0,1
2011-04-26,Tuesday,2593,492,1636.0,1424.0,987.0,4539.0,0,186639,138759,105064,1,Yes,2011,4,1,116,17,2,0,1,1,0.0,4805.0,4649.0,2593.0,4703.0,0,0,0,1
2011-04-27,Wednesday,12000,567,1819.0,1322.0,809.0,4517.0,7483,207358,162799,97703,62,No,2011,4,2,117,17,2,0,2,0,0.6236,4784.0,4586.0,0.0,4539.0,1,0,0,1
2011-04-28,Thursday,7483,438,1677.0,1192.0,952.0,4259.0,3224,183198,122581,91942,26,No,2011,4,3,118,17,2,0,3,0,0.2687,4743.0,4438.0,7483.0,4517.0,2,0,0,1
2011-04-29,Friday,3224,647,1894.0,1476.0,1239.0,5256.0,0,219187,160087,127520,1,Yes,2011,4,4,119,17,2,0,4,1,0.0,4799.0,4677.0,3224.0,4259.0,0,0,0,1
2011-04-30,Saturday,12000,723,2338.0,1927.0,1078.0,6066.0,5934,266003,177578,127959,49,No,2011,4,5,120,17,2,1,5,0,0.4945,4863.0,5194.0,0.0,5256.0,1,0,0,1
2011-05-01,Sunday,5934,641,2166.0,1607.0,1216.0,5630.0,304,254987,175855,144391,2,Yes,2011,5,6,121,17,2,1,6,1,0.0253,4996.0,5651.0,5934.0,6066.0,0,0,0,1
2011-05-02,Monday,12000,639,1793.0,1326.0,1137.0,4895.0,7105,206061,146516,113985,59,No,2011,5,0,122,18,2,0,0,0,0.5921,5023.0,5530.0,304.0,5630.0,1,0,0,1
2011-05-03,Tuesday,7105,637,2135.0,1431.0,1069.0,5272.0,1833,249145,152389,113594,15,Yes,2011,5,1,123,18,2,0,1,1,0.1528,5128.0,5266.0,7105.0,4895.0,0,0,0,1
2011-05-04,Wednesday,12000,667,1822.0,1350.0,1000.0,4839.0,7161,215446,132931,99714,59,No,2011,5,2,124,18,2,0,2,0,0.5968,5174.0,5002.0,1833.0,5272.0,1,0,0,1
2011-05-05,Thursday,7161,587,1747.0,1559.0,880.0,4773.0,2388,195080,139486,120307,19,No,2011,5,3,125,18,2,0,3,0,0.199,5247.0,4961.0,7161.0,4839.0,2,0,0,1
2011-05-06,Friday,2388,599,1763.0,1414.0,1135.0,4911.0,0,204872,146831,104858,1,Yes,2011,5,4,126,18,2,0,4,1,0.0,5198.0,4841.0,2388.0,4773.0,0,0,0,1
2011-05-07,Saturday,12000,741,2547.0,2033.0,1057.0,6378.0,5622,280242,211838,113016,46,No,2011,5,5,127,18,2,1,5,0,0.4685,5243.0,5354.0,0.0,4911.0,1,0,0,1
2011-05-08,Sunday,5622,573,1791.0,1490.0,729.0,4583.0,1039,195789,146887,100022,8,Yes,2011,5,6,128,18,2,1,6,1,0.0866,5093.0,5291.0,5622.0,6378.0,0,0,0,1
2011-05-09,Monday,12000,614,1741.0,1409.0,655.0,4419.0,7581,200042,135075,106656,63,No,2011,5,0,129,19,2,0,0,0,0.6318,5025.0,5127.0,1039.0,4583.0,1,0,0,1
